company_name,company_id,locations,industries,size,description,tags,twitter,company_page,job_page,logo_link
Tandym Group,11901,"Alexandria, VA;Boca Raton, FL;Boston, MA;Los Angeles, CA;New York, NY;Parsippany, NJ",Client Services;Consulting,"{'name': 'Medium Size', 'short_name': 'medium'}","The Execu|Search Group is a full-service recruitment, contract staffing, and workforce solutions firm. ",,,https://www.themuse.com/companies/tandymgroup,https://www.themuse.com/search/jobs/c-tandymgroup,https://assets.themuse.com/uploaded/companies/11901/small_logo.png?v=de679c5df8f2d53b74cc34e1535952fc651f6dc895645fb8d7f782ca4b20b21a
Famous Supply,12172,"Akron, OH;Alliance, OH;Beachwood, OH;Canton, OH;Cleveland, OH;Dublin, OH;Fairlawn, OH;Newark, OH;Pittsburgh, PA;Toledo, OH;Wheeling, WV",Consumer Goods & Services,"{'name': 'Medium Size', 'short_name': 'medium'}",Famous Supply is a leading distributor of quality products.,,,https://www.themuse.com/companies/famoussupply,https://www.themuse.com/search/jobs/c-famoussupply,https://assets.themuse.com/uploaded/companies/12172/small_logo.png?v=64ce24fd6b8526295c97505c45d4021f84ad96d24739b4394e084dc4be646fe8
Howard Hughes Medical Institute,11665,"Ashburn, VA;Boston, MA;Chevy Chase, MD;New York, NY;San Francisco, CA",Biotechnology;Education;Healthcare;Social Good,"{'name': 'Large Size', 'short_name': 'large'}",The Howard Hughes Medical Institute advances biomedical research and science education throughout the United States.,,,https://www.themuse.com/companies/howardhughesmedicalinstitute,https://www.themuse.com/search/jobs/c-howardhughesmedicalinstitute,https://assets.themuse.com/uploaded/companies/11665/small_logo.png?v=1e682196d75c6833e120b913745c3a26bc0362f987f9f0db95484971982661e1
ABeam Consulting,15000142,"Irving, TX",Consulting;Information Technology;Software;Technology,"{'name': 'Large Size', 'short_name': 'large'}","For over 40 years, ABeam Consulting has provided management and information technology consulting services to our global clients. Today, ABeam Consulting is focused on shaping our clients' future by combining deep business insight with understanding how technology impacts industry and business models. Our efforts extend our work in integrating digital technologies with business strategy and business processes, focusing on connected and intelligent applications.",,,https://www.themuse.com/companies/abeamconsulting,https://www.themuse.com/search/jobs/c-abeamconsulting,https://assets.themuse.com/uploaded/companies/15000142/small_logo.png
Opendoor,11753,"Atlanta, GA;Dallas, TX;Fort Worth, TX;Phoenix, AZ;San Francisco, CA;Seattle, WA;Tempe, AZ;Toronto, Canada",Real Estate & Construction;Technology,"{'name': 'Large Size', 'short_name': 'large'}","Opendoor simplifies the home buying and selling process, empowering folks with the freedom to move.",,,https://www.themuse.com/companies/opendoor,https://www.themuse.com/search/jobs/c-opendoor,https://assets.themuse.com/uploaded/companies/11753/small_logo.png?v=0243c885228593b531dfd2461d7a8ccdde511ffcc7be3f802ccb3c1e13a435cf
Bankjoy,12256,"Austin, TX;Chicago, IL;Flexible / Remote;Los Angeles, CA;New York, NY;Phoenix, AZ;San Francisco, CA;Troy, MI",Engineering;Financial Services;Technology,"{'name': 'Small Size', 'short_name': 'small'}",Bankjoy delivers award-winning online and mobile banking technology to banks and credit unions—big and small. ,,,https://www.themuse.com/companies/bankjoy,https://www.themuse.com/search/jobs/c-bankjoy,https://assets.themuse.com/uploaded/companies/12256/small_logo.png?v=bc098494ff72e60dcafd8ca2e6b886522f7bd43d3a4b5c0a132478d8dfd0e425
Equity Lifestyle Properties,11723,"Chicago, IL;Clermont, FL;Denver, CO;East Stroudsburg, PA;Homestead, FL;Kissimmee, FL;Lancaster, PA;Las Vegas, NV;Leesburg, FL;Lexington, NC;Lititz, PA;Longview, WA;Millville, NJ;Niles, MI;Orlando, FL;Palm Springs, CA;Phoenix, AZ;Plant City, FL;Reading, PA;Santa Cruz, CA;Sarasota, FL;Sierra Vista, AZ;Tampa, FL;Tucson, AZ;Vineland, NJ;Williamsburg, VA",Real Estate & Construction;Travel and Hospitality,"{'name': 'Large Size', 'short_name': 'large'}","ELS owns and operates manufactured home communities, RV resorts, and campgrounds across North America.",,,https://www.themuse.com/companies/equitylifestyleproperties,https://www.themuse.com/search/jobs/c-equitylifestyleproperties,https://assets.themuse.com/uploaded/companies/11723/small_logo.png?v=9499ada87a3f048800bd7f770025ad72e3f4130d185400c15797f44c4c6aa104
ELC Beauty,15000242,"New York, NY",Consumer Goods & Services,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/elcbeauty,https://www.themuse.com/search/jobs/c-elcbeauty,https://assets.themuse.com/uploaded/companies/15000242/small_logo.png
PepsiCo,11715,"Chicago, IL;New York, NY;Palo Alto, CA;Plano, TX;Purchase, NY",Consumer Goods & Services;Food & Beverage;Manufacturing,"{'name': 'Large Size', 'short_name': 'large'}","Headquartered in Purchase, NY, PepsiCo operates in over 200 countries and territories around the globe. ",,,https://www.themuse.com/companies/pepsico,https://www.themuse.com/search/jobs/c-pepsico,https://assets.themuse.com/uploaded/companies/11715/small_logo.png?v=06075427e07cc88f541030745ecaf607ff1a8952a247490c3274240e804acff9
Rockstar Games,15000189,"New York, NY",Entertainment & Gaming,"{'name': 'Large Size', 'short_name': 'large'}",,,,https://www.themuse.com/companies/rockstargames,https://www.themuse.com/search/jobs/c-rockstargames,https://assets.themuse.com/uploaded/companies/15000189/small_logo.png
